date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:44	48178/48178	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:43%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/index.html	(from )
10:29:44	2189/2189	---M--	200	added ('OK')	text/plain	etag:%2288d-586bf9ee16380%22	http://institutomisionerosmonfortianos.drelm.edu.pe/robots.txt		(from )
10:29:44	3742/3742	---M-Z	200	added ('OK')	text/css	etag:%224d4-58801c51304ad%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_rEI_5cK_B9hB4So2yZUtr5weuEV3heuAllCDE6XsIkI.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_rEI_5cK_B9hB4So2yZUtr5weuEV3heuAllCDE6XsIkI.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:45	2596/2596	---M-Z	200	added ('OK')	text/css	etag:%2235e-58801c64815a6%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_0KmE5xu3MSsDGDxdTlR-3Qyc9lxPjzHPT0JF5xDtHu4.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_0KmE5xu3MSsDGDxdTlR-3Qyc9lxPjzHPT0JF5xDtHu4.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:45	2829/2829	---M-Z	200	added ('OK')	text/css	etag:%222a7-58801c5133b5d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_B74t25U4uCtxYIAD4AMsaIUJJ9nga7VP-iFwc6-oWtU.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_B74t25U4uCtxYIAD4AMsaIUJJ9nga7VP-iFwc6-oWtU.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:45	26711/26711	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-6857%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css	C:/My%20Web%20Sites/proyecIns/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:46	345960/345960	---M-Z	200	added ('OK')	text/css	etag:%22ccbd-58801c51450b5%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_agP3ke4zlCZeyGVdqdAjnkvDuRkmTes0MWxFcRkJkUs.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:48	53561/53561	---M--	200	added ('OK')	image/png	etag:%22d139-570bf0adbee52%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Logo_01.png	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/Logo_01.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:48	113099/113099	---M-Z	200	added ('OK')	text/css	etag:%223200-58801c514be15%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_CFc68OHR427oxxLBnFJYf2tfn6RNngSfex72A1FhrsM.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:48	982/982	---M-Z	200	added ('OK')	text/css	etag:%22170-58801c514e13d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_pXEl-41g3XH_TNADyXf8JdLDLHFURJQYyjUJBHlWboQ.css	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/css/css_pXEl-41g3XH_TNADyXf8JdLDLHFURJQYyjUJBHlWboQ.css	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:49	18282/18282	---M-Z	200	added ('OK')	text/javascript	etag:%221532-58801c5151fbd%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_9HvB1Jr9KGNuZDAmjbXvK7t4bXSm_CDdZsB4kzL0PP0.js	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_9HvB1Jr9KGNuZDAmjbXvK7t4bXSm_CDdZsB4kzL0PP0.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:50	14416/14416	---M-Z	200	added ('OK')	text/javascript	etag:%22e1f-58801c5152f5d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_SnmFBIu8YveCBGgkJfvrtcMZuuIOnbd4iPnZIHxER6k.js	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_SnmFBIu8YveCBGgkJfvrtcMZuuIOnbd4iPnZIHxER6k.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:51	119723/119723	---M-Z	200	added ('OK')	text/javascript	etag:%22a1db-58801a2a2464d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_EebRuRXFlkaf356V0T2K_8cnUVfCKesNTxdvvPSEhCM.js	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_EebRuRXFlkaf356V0T2K_8cnUVfCKesNTxdvvPSEhCM.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:54	20368/20368	---M--	200	added ('OK')	image/png	etag:%224f90-570cfae703a2d%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/OFICIAL_LOGO_2.png	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/OFICIAL_LOGO_2.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:54	33406/33406	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:52%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/%c2%bfqui%c3%a9nes-somos.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:55	32019/32019	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:54%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/vision-y-mision	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/vision-y-mision.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:57	32726/32726	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:55%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/organizacion.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:58	33161/33161	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:56%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/infraestructura	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/infraestructura.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:29:59	32452/32452	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:57%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/bolsa-de-trabajo	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/bolsa-de-trabajo.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:00	38725/38725	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:29:59%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/desarrollo-de-sistemas-de-informaci%c3%b3n	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/carrera/desarrollo-de-sistemas-de-informaci%c3%b3n.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:00	50230/50230	---MC-	200	added ('OK')	text/javascript	date:Tue,%2027%20Sep%202022%2022:01:05%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/proyecIns/www.google-analytics.com/analytics.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:01	246125/246125	---M-Z	200	added ('OK')	text/javascript	etag:%22dae6-58801c515bfe4%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_wyI2zXp_FJAOrAAcDiN2ppZGcGnpvrMWy2_xy-FL5JA.js	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/js/js_wyI2zXp_FJAOrAAcDiN2ppZGcGnpvrMWy2_xy-FL5JA.js	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:01	39667/39667	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:00%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/enfermer%c3%ada-t%c3%a9cnica-0	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/carrera/enfermer%c3%ada-t%c3%a9cnica-0.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:02	39025/39025	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:01%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/carrera/mecatr%c3%b3nica-automotriz	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/carrera/mecatr%c3%b3nica-automotriz.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:03	34532/34532	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:02%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/horarios-2022-ii.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:04	32325/32325	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:03%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones-y-requisitos	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones-y-requisitos.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:05	31943/31943	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:04%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/inscripciones.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:06	33647/33647	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:05%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/reglamento-de-admisi%c3%b3n-2021.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:07	32591/32591	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:06%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tesorer%c3%ada	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/tesorer%c3%ada.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:08	33088/33088	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:07%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/documentos-presentar.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:09	32176/32176	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:08%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/cronograma-de-matr%c3%adcula-2022-i	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/cronograma-de-matr%c3%adcula-2022-i.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:10	33235/33235	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:09%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/ratificacion-de-matricula-2022-i	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/ratificacion-de-matricula-2022-i.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:11	32951/32951	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:09%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/tramite-documentario-secretaria-academica	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/tramite-documentario-secretaria-academica.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:12	33240/33240	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:11%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/front	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/front.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:30:13	32671/32671	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:30:12%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/pagina/proceso-para-la-titulaci%c3%b3n	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/pagina/proceso-para-la-titulaci%c3%b3n.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:24	431568/431568	---M--	200	added ('OK')	image/png	etag:%22695d0-5715c9ee530d6%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/ENFERMERIA_01-min.png?itok=QyRqdj3g	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/ENFERMERIA_01-min0d61.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:28	463271/463271	---M--	200	added ('OK')	image/png	etag:%22711a7-5715c9b77d77f%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/COMPUTACION_01-min.png?itok=bpAWLYUn	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/COMPUTACION_01-min7b3a.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:29	482429/482429	---M--	200	added ('OK')	image/png	etag:%2275c7d-5715c9fc8a740%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/PORTADA_02-min.png?itok=vo9tIZbJ	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/PORTADA_02-minf2b5.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:37	530021/530021	---M--	200	added ('OK')	image/png	etag:%2281665-5715c9f51313f%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/MECANICA_01-min.png?itok=2Jn7RXhF	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/1180x376/public/banner/MECANICA_01-min1ee2.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:43	92819/92819	---M--	200	added ('OK')	image/jpeg	etag:%2216a93-5715d14d856a9%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/desarrollo_si_6.JPG	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/desarrollo_si_6.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:44	125073/125073	---M--	200	added ('OK')	image/jpeg	etag:%221e891-5715d20ee7794%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/mecanica_automotriz_2.JPG	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/mecanica_automotriz_2.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:45	33933/33933	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:31:44%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/curso-taller-de-pasteler%c3%ada-b%c3%a1sica-2022-2	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/curso-taller-de-pasteler%c3%ada-b%c3%a1sica-2022-2.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:48	36837/36837	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:31:46%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/cursos-mas-tec-2022-dirigido-estudiantes-de-secundaria	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/cursos-mas-tec-2022-dirigido-estudiantes-de-secundaria.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:53	149639/149639	---M--	200	added ('OK')	image/png	etag:%2224887-5715d1b32f844%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/enfermeria_tecnica_2.png	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/image_home_carrera/enfermeria_tecnica_2.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:56	70486/70486	---M--	200	added ('OK')	image/jpeg	etag:%2211356-5eab906399017%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/WhatsApp%20Image%202022-10-10%20at%208.15.56%20PM_0.jpeg?itok=yd-_UsFZ	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/WhatsApp%20Image%202022-10-10%20at%208.15.56%20PM_02767.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:56	33245/33245	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:31:54%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/renovaci%c3%b3n-de-contrato-2023	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/renovaci%c3%b3n-de-contrato-2023.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:31:59	33392/33392	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:31:57%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/ratificaci%c3%b3n-de-matr%c3%adcula-2022-ii	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/ratificaci%c3%b3n-de-matr%c3%adcula-2022-ii.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:02	33114/33114	---M--	200	added ('OK')	image/jpeg	etag:%22815a-5e64a25eaa829%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/MATRICULA-2022-I-scaled.jpg?itok=wGxu4ZfA	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/MATRICULA-2022-I-scaled9b14.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:04	35327/35327	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:32:02%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/protocolo-de-ingreso-al-instituto-2022	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/protocolo-de-ingreso-al-instituto-2022.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:07	33733/33733	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:32:05%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-nuevo-0	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-nuevo-0.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:22	276657/276657	---M--	200	added ('OK')	image/png	etag:%22438b1-5ebe410e736fc%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/CURSO-TALLER%20DE_0.png?itok=bdZynkfV	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/CURSO-TALLER%20DE_0f0d0.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:22	89044/89044	---M--	200	added ('OK')	image/jpeg	etag:%2215bd4-5bb0085cea8fb%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-1.jpeg	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-1.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:24	33663/33663	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:32:22%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:26	33671/33671	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:32:24%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-0	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-0.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:39	331282/331282	---M--	200	added ('OK')	image/png	etag:%2250e12-5ea4e034c2cf0%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/RENOVACION%20DE%20CONTRATO%202023.png?itok=hdEH8-BH	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/RENOVACION%20DE%20CONTRATO%2020230c62.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:40	266410/266410	---M--	200	added ('OK')	image/png	etag:%22410aa-5dc79003cae99%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/PORTADA%20PROTOCOLO.png?itok=H4dFTqvc	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/styles/medium/public/foto_noticia/PORTADA%20PROTOCOLOd6ba.png	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:41	33673/33673	---MC-	200	added ('OK')	text/html	date:Thu,%2003%20Nov%202022%2015:32:39%20GMT	http://institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-1	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/content/iestp-misioneros-monfortianos-local-1-1.html	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:41	5010/5010	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2003%20Nov%202022%2015:32:42%20GMT	http://www.drelm.gob.pe/images/libro-reclamaciones.png	C:/My%20Web%20Sites/proyecIns/www.drelm.gob.pe/images/libro-reclamaciones.3a.delayed	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
10:32:43	103652/103652	---M--	200	added ('OK')	image/jpeg	etag:%22194e4-5bb0088721eb9%22	http://institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-3.jpeg	C:/My%20Web%20Sites/proyecIns/institutomisionerosmonfortianos.drelm.edu.pe/sites/institutomisionerosmonfortianos.drelm.edu.pe/files/IESTP%20MM-3.jpg	(from http://institutomisionerosmonfortianos.drelm.edu.pe/)
